SystemCodeNumber,Capacity,Occupancy,LastUpdated,event_time,merge_hour,is_raining
BHMBCCMKT01,577,158,2016-10-05 14:30:17,2016-10-05 14:30:17,2016-10-05 14:00:00,True
BHMBCCMKT01,577,145,2016-10-05 14:57:19,2016-10-05 14:57:19,2016-10-05 14:00:00,True
BHMBCCMKT01,577,129,2016-10-05 15:30:15,2016-10-05 15:30:15,2016-10-05 15:00:00,False
BHMBCCMKT01,577,121,2016-10-05 16:04:18,2016-10-05 16:04:18,2016-10-05 16:00:00,False
BHMBCCMKT01,577,114,2016-10-05 16:30:17,2016-10-05 16:30:17,2016-10-05 16:00:00,False
BHMBCCMKT01,577,58,2016-10-06 07:57:25,2016-10-06 07:57:25,2016-10-06 07:00:00,False
BHMBCCMKT01,577,63,2016-10-06 08:30:20,2016-10-06 08:30:20,2016-10-06 08:00:00,False
BHMBCCMKT01,577,70,2016-10-06 08:57:22,2016-10-06 08:57:22,2016-10-06 08:00:00,False
BHMBCCMKT01,577,95,2016-10-06 09:30:20,2016-10-06 09:30:20,2016-10-06 09:00:00,False
BHMBCCMKT01,577,135,2016-10-06 10:03:20,2016-10-06 10:03:20,2016-10-06 10:00:00,False
BHMBCCMKT01,577,160,2016-10-06 10:30:20,2016-10-06 10:30:20,2016-10-06 10:00:00,False
BHMBCCMKT01,577,177,2016-10-06 10:57:20,2016-10-06 10:57:20,2016-10-06 10:00:00,False
BHMBCCMKT01,577,191,2016-10-06 11:30:22,2016-10-06 11:30:22,2016-10-06 11:00:00,False
BHMBCCMKT01,577,199,2016-10-06 12:04:24,2016-10-06 12:04:24,2016-10-06 12:00:00,False
BHMBCCMKT01,577,206,2016-10-06 12:30:24,2016-10-06 12:30:24,2016-10-06 12:00:00,False
BHMBCCMKT01,577,198,2016-10-06 12:57:21,2016-10-06 12:57:21,2016-10-06 12:00:00,False
BHMBCCMKT01,577,208,2016-10-06 13:30:21,2016-10-06 13:30:21,2016-10-06 13:00:00,False
BHMBCCMKT01,577,200,2016-10-06 13:57:22,2016-10-06 13:57:22,2016-10-06 13:00:00,False
BHMBCCMKT01,577,175,2016-10-06 14:30:23,2016-10-06 14:30:23,2016-10-06 14:00:00,False
BHMBCCMKT01,577,158,2016-10-06 15:04:22,2016-10-06 15:04:22,2016-10-06 15:00:00,False
BHMBCCMKT01,577,153,2016-10-06 15:31:22,2016-10-06 15:31:22,2016-10-06 15:00:00,False
BHMBCCMKT01,577,135,2016-10-06 16:04:23,2016-10-06 16:04:23,2016-10-06 16:00:00,False
BHMBCCMKT01,577,129,2016-10-06 16:30:27,2016-10-06 16:30:27,2016-10-06 16:00:00,False
BHMBCCMKT01,577,58,2016-10-07 08:03:27,2016-10-07 08:03:27,2016-10-07 08:00:00,False
BHMBCCMKT01,577,61,2016-10-07 08:30:27,2016-10-07 08:30:27,2016-10-07 08:00:00,False
BHMBCCMKT01,577,75,2016-10-07 09:04:13,2016-10-07 09:04:13,2016-10-07 09:00:00,True
BHMBCCMKT01,577,103,2016-10-07 09:30:27,2016-10-07 09:30:27,2016-10-07 09:00:00,True
BHMBCCMKT01,577,128,2016-10-07 09:57:27,2016-10-07 09:57:27,2016-10-07 09:00:00,True
BHMBCCMKT01,577,172,2016-10-07 10:30:27,2016-10-07 10:30:27,2016-10-07 10:00:00,True
BHMBCCMKT01,577,188,2016-10-07 10:57:30,2016-10-07 10:57:30,2016-10-07 10:00:00,True
BHMBCCMKT01,577,199,2016-10-07 11:30:28,2016-10-07 11:30:28,2016-10-07 11:00:00,False
BHMBCCMKT01,577,210,2016-10-07 12:03:29,2016-10-07 12:03:29,2016-10-07 12:00:00,False
BHMBCCMKT01,577,206,2016-10-07 12:30:28,2016-10-07 12:30:28,2016-10-07 12:00:00,False
BHMBCCMKT01,577,200,2016-10-07 13:04:28,2016-10-07 13:04:28,2016-10-07 13:00:00,True
BHMBCCMKT01,577,201,2016-10-07 13:30:29,2016-10-07 13:30:29,2016-10-07 13:00:00,True
BHMBCCMKT01,577,193,2016-10-07 14:03:28,2016-10-07 14:03:28,2016-10-07 14:00:00,False
BHMBCCMKT01,577,181,2016-10-07 14:30:32,2016-10-07 14:30:32,2016-10-07 14:00:00,False
BHMBCCMKT01,577,172,2016-10-07 15:04:30,2016-10-07 15:04:30,2016-10-07 15:00:00,False
BHMBCCMKT01,577,159,2016-10-07 15:30:32,2016-10-07 15:30:32,2016-10-07 15:00:00,False
BHMBCCMKT01,577,158,2016-10-07 15:57:31,2016-10-07 15:57:31,2016-10-07 15:00:00,False
BHMBCCMKT01,577,132,2016-10-07 16:30:29,2016-10-07 16:30:29,2016-10-07 16:00:00,False
BHMBCCMKT01,577,58,2016-10-08 07:57:38,2016-10-08 07:57:38,2016-10-08 07:00:00,False
BHMBCCMKT01,577,61,2016-10-08 08:30:37,2016-10-08 08:30:37,2016-10-08 08:00:00,False
BHMBCCMKT01,577,75,2016-10-08 08:57:34,2016-10-08 08:57:34,2016-10-08 08:00:00,False
BHMBCCMKT01,577,104,2016-10-08 09:30:37,2016-10-08 09:30:37,2016-10-08 09:00:00,False
BHMBCCMKT01,577,158,2016-10-08 10:04:34,2016-10-08 10:04:34,2016-10-08 10:00:00,False
BHMBCCMKT01,577,191,2016-10-08 10:30:34,2016-10-08 10:30:34,2016-10-08 10:00:00,False
BHMBCCMKT01,577,223,2016-10-08 10:57:34,2016-10-08 10:57:34,2016-10-08 10:00:00,False
BHMBCCMKT01,577,254,2016-10-08 11:30:38,2016-10-08 11:30:38,2016-10-08 11:00:00,False
BHMBCCMKT01,577,306,2016-10-08 12:04:34,2016-10-08 12:04:34,2016-10-08 12:00:00,False
BHMBCCMKT01,577,320,2016-10-08 12:30:36,2016-10-08 12:30:36,2016-10-08 12:00:00,False
BHMBCCMKT01,577,348,2016-10-08 13:04:39,2016-10-08 13:04:39,2016-10-08 13:00:00,False
BHMBCCMKT01,577,357,2016-10-08 13:30:36,2016-10-08 13:30:36,2016-10-08 13:00:00,False
BHMBCCMKT01,577,395,2016-10-08 14:03:38,2016-10-08 14:03:38,2016-10-08 14:00:00,False
BHMBCCMKT01,577,400,2016-10-08 14:30:35,2016-10-08 14:30:35,2016-10-08 14:00:00,False
BHMBCCMKT01,577,395,2016-10-08 14:57:41,2016-10-08 14:57:41,2016-10-08 14:00:00,False
BHMBCCMKT01,577,406,2016-10-08 15:30:39,2016-10-08 15:30:39,2016-10-08 15:00:00,True
BHMBCCMKT01,577,381,2016-10-08 16:04:39,2016-10-08 16:04:39,2016-10-08 16:00:00,False
BHMBCCMKT01,577,365,2016-10-08 16:30:42,2016-10-08 16:30:42,2016-10-08 16:00:00,False
BHMBCCMKT01,577,42,2016-10-09 08:04:40,2016-10-09 08:04:40,2016-10-09 08:00:00,True
BHMBCCMKT01,577,42,2016-10-09 08:30:45,2016-10-09 08:30:45,2016-10-09 08:00:00,True
BHMBCCMKT01,577,43,2016-10-09 09:04:46,2016-10-09 09:04:46,2016-10-09 09:00:00,True
BHMBCCMKT01,577,43,2016-10-09 09:30:45,2016-10-09 09:30:45,2016-10-09 09:00:00,True
BHMBCCMKT01,577,50,2016-10-09 09:57:41,2016-10-09 09:57:41,2016-10-09 09:00:00,True
BHMBCCMKT01,577,64,2016-10-09 10:30:43,2016-10-09 10:30:43,2016-10-09 10:00:00,False
BHMBCCMKT01,577,100,2016-10-09 11:04:44,2016-10-09 11:04:44,2016-10-09 11:00:00,False
BHMBCCMKT01,577,126,2016-10-09 11:30:41,2016-10-09 11:30:41,2016-10-09 11:00:00,False
BHMBCCMKT01,577,148,2016-10-09 11:57:46,2016-10-09 11:57:46,2016-10-09 11:00:00,False
BHMBCCMKT01,577,170,2016-10-09 12:30:41,2016-10-09 12:30:41,2016-10-09 12:00:00,False
BHMBCCMKT01,577,189,2016-10-09 13:04:43,2016-10-09 13:04:43,2016-10-09 13:00:00,False
BHMBCCMKT01,577,205,2016-10-09 13:30:42,2016-10-09 13:30:42,2016-10-09 13:00:00,False
BHMBCCMKT01,577,208,2016-10-09 14:03:42,2016-10-09 14:03:42,2016-10-09 14:00:00,False
BHMBCCMKT01,577,209,2016-10-09 14:30:42,2016-10-09 14:30:42,2016-10-09 14:00:00,False
BHMBCCMKT01,577,191,2016-10-09 15:04:44,2016-10-09 15:04:44,2016-10-09 15:00:00,False
BHMBCCMKT01,577,180,2016-10-09 15:30:46,2016-10-09 15:30:46,2016-10-09 15:00:00,False
BHMBCCMKT01,577,155,2016-10-09 16:03:43,2016-10-09 16:03:43,2016-10-09 16:00:00,False
BHMBCCMKT01,577,133,2016-10-09 16:30:43,2016-10-09 16:30:43,2016-10-09 16:00:00,False
BHMBCCMKT01,577,54,2016-10-10 08:04:47,2016-10-10 08:04:47,2016-10-10 08:00:00,False
BHMBCCMKT01,577,56,2016-10-10 08:30:47,2016-10-10 08:30:47,2016-10-10 08:00:00,False
BHMBCCMKT01,577,65,2016-10-10 09:04:47,2016-10-10 09:04:47,2016-10-10 09:00:00,False
BHMBCCMKT01,577,73,2016-10-10 09:30:49,2016-10-10 09:30:49,2016-10-10 09:00:00,False
BHMBCCMKT01,577,92,2016-10-10 10:03:48,2016-10-10 10:03:48,2016-10-10 10:00:00,True
BHMBCCMKT01,577,113,2016-10-10 10:30:48,2016-10-10 10:30:48,2016-10-10 10:00:00,True
BHMBCCMKT01,577,144,2016-10-10 10:57:52,2016-10-10 10:57:52,2016-10-10 10:00:00,True
BHMBCCMKT01,577,149,2016-10-10 11:30:48,2016-10-10 11:30:48,2016-10-10 11:00:00,False
BHMBCCMKT01,577,159,2016-10-10 11:57:49,2016-10-10 11:57:49,2016-10-10 11:00:00,False
BHMBCCMKT01,577,171,2016-10-10 12:30:48,2016-10-10 12:30:48,2016-10-10 12:00:00,False
BHMBCCMKT01,577,176,2016-10-10 13:04:49,2016-10-10 13:04:49,2016-10-10 13:00:00,False
BHMBCCMKT01,577,172,2016-10-10 13:30:49,2016-10-10 13:30:49,2016-10-10 13:00:00,False
BHMBCCMKT01,577,161,2016-10-10 14:03:49,2016-10-10 14:03:49,2016-10-10 14:00:00,False
BHMBCCMKT01,577,154,2016-10-10 14:30:49,2016-10-10 14:30:49,2016-10-10 14:00:00,False
BHMBCCMKT01,577,137,2016-10-10 14:57:54,2016-10-10 14:57:54,2016-10-10 14:00:00,False
BHMBCCMKT01,577,129,2016-10-10 15:30:49,2016-10-10 15:30:49,2016-10-10 15:00:00,False
BHMBCCMKT01,577,130,2016-10-10 15:57:55,2016-10-10 15:57:55,2016-10-10 15:00:00,False
BHMBCCMKT01,577,114,2016-10-10 16:30:49,2016-10-10 16:30:49,2016-10-10 16:00:00,False
BHMBCCMKT01,577,56,2016-10-11 08:04:57,2016-10-11 08:04:57,2016-10-11 08:00:00,False
BHMBCCMKT01,577,64,2016-10-11 08:30:54,2016-10-11 08:30:54,2016-10-11 08:00:00,False
BHMBCCMKT01,577,74,2016-10-11 08:57:56,2016-10-11 08:57:56,2016-10-11 08:00:00,False
BHMBCCMKT01,577,93,2016-10-11 09:30:55,2016-10-11 09:30:55,2016-10-11 09:00:00,False
BHMBCCMKT01,577,129,2016-10-11 09:57:59,2016-10-11 09:57:59,2016-10-11 09:00:00,False
BHMBCCMKT01,577,167,2016-10-11 10:30:54,2016-10-11 10:30:54,2016-10-11 10:00:00,False
BHMBCCMKT01,577,200,2016-10-11 10:57:55,2016-10-11 10:57:55,2016-10-11 10:00:00,False
BHMBCCMKT01,577,219,2016-10-11 11:30:59,2016-10-11 11:30:59,2016-10-11 11:00:00,True
BHMBCCMKT01,577,225,2016-10-11 12:03:55,2016-10-11 12:03:55,2016-10-11 12:00:00,False
BHMBCCMKT01,577,221,2016-10-11 12:30:56,2016-10-11 12:30:56,2016-10-11 12:00:00,False
BHMBCCMKT01,577,217,2016-10-11 13:04:00,2016-10-11 13:04:00,2016-10-11 13:00:00,False
BHMBCCMKT01,577,217,2016-10-11 13:31:01,2016-10-11 13:31:01,2016-10-11 13:00:00,False
BHMBCCMKT01,577,208,2016-10-11 14:04:00,2016-10-11 14:04:00,2016-10-11 14:00:00,True
BHMBCCMKT01,577,191,2016-10-11 14:30:56,2016-10-11 14:30:56,2016-10-11 14:00:00,True
BHMBCCMKT01,577,167,2016-10-11 15:03:58,2016-10-11 15:03:58,2016-10-11 15:00:00,False
BHMBCCMKT01,577,159,2016-10-11 15:33:56,2016-10-11 15:33:56,2016-10-11 15:00:00,False
BHMBCCMKT01,577,150,2016-10-11 16:01:00,2016-10-11 16:01:00,2016-10-11 16:00:00,False
BHMBCCMKT01,577,127,2016-10-11 16:26:56,2016-10-11 16:26:56,2016-10-11 16:00:00,False
BHMBCCMKT01,577,51,2016-10-12 08:04:00,2016-10-12 08:04:00,2016-10-12 08:00:00,False
BHMBCCMKT01,577,57,2016-10-12 08:31:01,2016-10-12 08:31:01,2016-10-12 08:00:00,False
BHMBCCMKT01,577,64,2016-10-12 09:03:59,2016-10-12 09:03:59,2016-10-12 09:00:00,False
BHMBCCMKT01,577,73,2016-10-12 09:26:58,2016-10-12 09:26:58,2016-10-12 09:00:00,False
BHMBCCMKT01,577,99,2016-10-12 10:01:04,2016-10-12 10:01:04,2016-10-12 10:00:00,False
BHMBCCMKT01,577,112,2016-10-12 10:31:04,2016-10-12 10:31:04,2016-10-12 10:00:00,False
BHMBCCMKT01,577,127,2016-10-12 11:04:01,2016-10-12 11:04:01,2016-10-12 11:00:00,False
BHMBCCMKT01,577,128,2016-10-12 11:31:05,2016-10-12 11:31:05,2016-10-12 11:00:00,False
BHMBCCMKT01,577,143,2016-10-12 12:04:04,2016-10-12 12:04:04,2016-10-12 12:00:00,False
BHMBCCMKT01,577,158,2016-10-12 12:31:05,2016-10-12 12:31:05,2016-10-12 12:00:00,False
BHMBCCMKT01,577,157,2016-10-12 13:04:04,2016-10-12 13:04:04,2016-10-12 13:00:00,False
BHMBCCMKT01,577,164,2016-10-12 13:34:03,2016-10-12 13:34:03,2016-10-12 13:00:00,False
BHMBCCMKT01,577,167,2016-10-12 14:03:59,2016-10-12 14:03:59,2016-10-12 14:00:00,False
BHMBCCMKT01,577,159,2016-10-12 14:34:04,2016-10-12 14:34:04,2016-10-12 14:00:00,False
BHMBCCMKT01,577,140,2016-10-12 15:01:03,2016-10-12 15:01:03,2016-10-12 15:00:00,False
BHMBCCMKT01,577,128,2016-10-12 15:30:59,2016-10-12 15:30:59,2016-10-12 15:00:00,False
BHMBCCMKT01,577,121,2016-10-12 15:57:05,2016-10-12 15:57:05,2016-10-12 15:00:00,False
BHMBCCMKT01,577,111,2016-10-12 16:31:05,2016-10-12 16:31:05,2016-10-12 16:00:00,False
BHMBCCMKT01,577,58,2016-10-13 07:57:02,2016-10-13 07:57:02,2016-10-13 07:00:00,False
BHMBCCMKT01,577,65,2016-10-13 08:31:06,2016-10-13 08:31:06,2016-10-13 08:00:00,False
BHMBCCMKT01,577,76,2016-10-13 09:04:02,2016-10-13 09:04:02,2016-10-13 09:00:00,True
BHMBCCMKT01,577,97,2016-10-13 09:31:01,2016-10-13 09:31:01,2016-10-13 09:00:00,True
BHMBCCMKT01,577,127,2016-10-13 09:57:08,2016-10-13 09:57:08,2016-10-13 09:00:00,True
BHMBCCMKT01,577,166,2016-10-13 10:31:03,2016-10-13 10:31:03,2016-10-13 10:00:00,False
BHMBCCMKT01,577,200,2016-10-13 11:04:08,2016-10-13 11:04:08,2016-10-13 11:00:00,False
BHMBCCMKT01,577,220,2016-10-13 11:31:06,2016-10-13 11:31:06,2016-10-13 11:00:00,False
BHMBCCMKT01,577,230,2016-10-13 11:57:06,2016-10-13 11:57:06,2016-10-13 11:00:00,False
BHMBCCMKT01,577,231,2016-10-13 12:31:08,2016-10-13 12:31:08,2016-10-13 12:00:00,False
BHMBCCMKT01,577,214,2016-10-13 13:04:04,2016-10-13 13:04:04,2016-10-13 13:00:00,False
BHMBCCMKT01,577,203,2016-10-13 13:31:08,2016-10-13 13:31:08,2016-10-13 13:00:00,False
BHMBCCMKT01,577,205,2016-10-13 13:57:07,2016-10-13 13:57:07,2016-10-13 13:00:00,False
BHMBCCMKT01,577,181,2016-10-13 14:31:06,2016-10-13 14:31:06,2016-10-13 14:00:00,False
BHMBCCMKT01,577,162,2016-10-13 15:04:08,2016-10-13 15:04:08,2016-10-13 15:00:00,True
BHMBCCMKT01,577,144,2016-10-13 15:31:08,2016-10-13 15:31:08,2016-10-13 15:00:00,True
BHMBCCMKT01,577,132,2016-10-13 16:04:08,2016-10-13 16:04:08,2016-10-13 16:00:00,False
BHMBCCMKT01,577,130,2016-10-13 16:31:08,2016-10-13 16:31:08,2016-10-13 16:00:00,False
BHMBCCMKT01,577,53,2016-10-14 08:01:05,2016-10-14 08:01:05,2016-10-14 08:00:00,False
BHMBCCMKT01,577,57,2016-10-14 08:27:10,2016-10-14 08:27:10,2016-10-14 08:00:00,False
BHMBCCMKT01,577,67,2016-10-14 09:01:08,2016-10-14 09:01:08,2016-10-14 09:00:00,False
BHMBCCMKT01,577,100,2016-10-14 09:27:10,2016-10-14 09:27:10,2016-10-14 09:00:00,False
BHMBCCMKT01,577,134,2016-10-14 10:01:11,2016-10-14 10:01:11,2016-10-14 10:00:00,False
BHMBCCMKT01,577,157,2016-10-14 10:27:09,2016-10-14 10:27:09,2016-10-14 10:00:00,False
BHMBCCMKT01,577,205,2016-10-14 11:01:07,2016-10-14 11:01:07,2016-10-14 11:00:00,False
BHMBCCMKT01,577,220,2016-10-14 11:27:06,2016-10-14 11:27:06,2016-10-14 11:00:00,False
BHMBCCMKT01,577,224,2016-10-14 12:01:11,2016-10-14 12:01:11,2016-10-14 12:00:00,True
BHMBCCMKT01,577,213,2016-10-14 12:27:06,2016-10-14 12:27:06,2016-10-14 12:00:00,True
BHMBCCMKT01,577,205,2016-10-14 13:01:11,2016-10-14 13:01:11,2016-10-14 13:00:00,False
BHMBCCMKT01,577,201,2016-10-14 13:27:07,2016-10-14 13:27:07,2016-10-14 13:00:00,False
BHMBCCMKT01,577,182,2016-10-14 14:01:11,2016-10-14 14:01:11,2016-10-14 14:00:00,False
BHMBCCMKT01,577,174,2016-10-14 14:34:08,2016-10-14 14:34:08,2016-10-14 14:00:00,False
BHMBCCMKT01,577,171,2016-10-14 15:01:12,2016-10-14 15:01:12,2016-10-14 15:00:00,False
BHMBCCMKT01,577,161,2016-10-14 15:27:08,2016-10-14 15:27:08,2016-10-14 15:00:00,False
BHMBCCMKT01,577,138,2016-10-14 16:01:11,2016-10-14 16:01:11,2016-10-14 16:00:00,False
BHMBCCMKT01,577,134,2016-10-14 16:34:08,2016-10-14 16:34:08,2016-10-14 16:00:00,False
BHMBCCMKT01,577,53,2016-10-15 08:01:11,2016-10-15 08:01:11,2016-10-15 08:00:00,False
BHMBCCMKT01,577,63,2016-10-15 08:34:10,2016-10-15 08:34:10,2016-10-15 08:00:00,False
BHMBCCMKT01,577,77,2016-10-15 09:01:09,2016-10-15 09:01:09,2016-10-15 09:00:00,False
BHMBCCMKT01,577,101,2016-10-15 09:27:11,2016-10-15 09:27:11,2016-10-15 09:00:00,False
BHMBCCMKT01,577,154,2016-10-15 10:01:12,2016-10-15 10:01:12,2016-10-15 10:00:00,False
BHMBCCMKT01,577,171,2016-10-15 10:27:15,2016-10-15 10:27:15,2016-10-15 10:00:00,False
BHMBCCMKT01,577,211,2016-10-15 11:01:14,2016-10-15 11:01:14,2016-10-15 11:00:00,False
BHMBCCMKT01,577,239,2016-10-15 11:27:14,2016-10-15 11:27:14,2016-10-15 11:00:00,False
BHMBCCMKT01,577,276,2016-10-15 12:01:12,2016-10-15 12:01:12,2016-10-15 12:00:00,False
BHMBCCMKT01,577,297,2016-10-15 12:27:10,2016-10-15 12:27:10,2016-10-15 12:00:00,False
BHMBCCMKT01,577,332,2016-10-15 13:01:14,2016-10-15 13:01:14,2016-10-15 13:00:00,False
BHMBCCMKT01,577,352,2016-10-15 13:34:13,2016-10-15 13:34:13,2016-10-15 13:00:00,False
BHMBCCMKT01,577,391,2016-10-15 14:01:13,2016-10-15 14:01:13,2016-10-15 14:00:00,False
BHMBCCMKT01,577,409,2016-10-15 14:27:12,2016-10-15 14:27:12,2016-10-15 14:00:00,False
BHMBCCMKT01,577,442,2016-10-15 15:01:13,2016-10-15 15:01:13,2016-10-15 15:00:00,False
BHMBCCMKT01,577,428,2016-10-15 15:27:12,2016-10-15 15:27:12,2016-10-15 15:00:00,False
BHMBCCMKT01,577,412,2016-10-15 16:01:15,2016-10-15 16:01:15,2016-10-15 16:00:00,False
BHMBCCMKT01,577,393,2016-10-15 16:27:16,2016-10-15 16:27:16,2016-10-15 16:00:00,False
BHMBCCMKT01,577,48,2016-10-16 08:04:13,2016-10-16 08:04:13,2016-10-16 08:00:00,False
BHMBCCMKT01,577,48,2016-10-16 08:27:13,2016-10-16 08:27:13,2016-10-16 08:00:00,False
BHMBCCMKT01,577,55,2016-10-16 09:01:15,2016-10-16 09:01:15,2016-10-16 09:00:00,False
BHMBCCMKT01,577,57,2016-10-16 09:27:13,2016-10-16 09:27:13,2016-10-16 09:00:00,False
BHMBCCMKT01,577,57,2016-10-16 10:04:13,2016-10-16 10:04:13,2016-10-16 10:00:00,False
BHMBCCMKT01,577,56,2016-10-16 10:34:13,2016-10-16 10:34:13,2016-10-16 10:00:00,False
BHMBCCMKT01,577,56,2016-10-16 11:01:13,2016-10-16 11:01:13,2016-10-16 11:00:00,False
BHMBCCMKT01,577,56,2016-10-16 11:27:17,2016-10-16 11:27:17,2016-10-16 11:00:00,False
BHMBCCMKT01,577,65,2016-10-16 12:01:16,2016-10-16 12:01:16,2016-10-16 12:00:00,False
BHMBCCMKT01,577,105,2016-10-16 12:27:14,2016-10-16 12:27:14,2016-10-16 12:00:00,False
BHMBCCMKT01,577,131,2016-10-16 13:01:16,2016-10-16 13:01:16,2016-10-16 13:00:00,False
BHMBCCMKT01,577,146,2016-10-16 13:27:17,2016-10-16 13:27:17,2016-10-16 13:00:00,False
BHMBCCMKT01,577,170,2016-10-16 14:01:18,2016-10-16 14:01:18,2016-10-16 14:00:00,False
BHMBCCMKT01,577,180,2016-10-16 14:27:13,2016-10-16 14:27:13,2016-10-16 14:00:00,False
BHMBCCMKT01,577,192,2016-10-16 15:01:18,2016-10-16 15:01:18,2016-10-16 15:00:00,True
BHMBCCMKT01,577,185,2016-10-16 15:31:18,2016-10-16 15:31:18,2016-10-16 15:00:00,True
BHMBCCMKT01,577,173,2016-10-16 15:57:16,2016-10-16 15:57:16,2016-10-16 15:00:00,True
BHMBCCMKT01,577,154,2016-10-16 16:31:17,2016-10-16 16:31:17,2016-10-16 16:00:00,False
BHMBCCMKT01,577,50,2016-10-17 08:01:16,2016-10-17 08:01:16,2016-10-17 08:00:00,False
BHMBCCMKT01,577,54,2016-10-17 08:27:16,2016-10-17 08:27:16,2016-10-17 08:00:00,False
BHMBCCMKT01,577,66,2016-10-17 09:01:17,2016-10-17 09:01:17,2016-10-17 09:00:00,False
BHMBCCMKT01,577,76,2016-10-17 09:27:20,2016-10-17 09:27:20,2016-10-17 09:00:00,False
BHMBCCMKT01,577,112,2016-10-17 10:04:20,2016-10-17 10:04:20,2016-10-17 10:00:00,False
BHMBCCMKT01,577,119,2016-10-17 10:31:16,2016-10-17 10:31:16,2016-10-17 10:00:00,False
BHMBCCMKT01,577,144,2016-10-17 11:04:20,2016-10-17 11:04:20,2016-10-17 11:00:00,False
BHMBCCMKT01,577,153,2016-10-17 11:31:18,2016-10-17 11:31:18,2016-10-17 11:00:00,False
BHMBCCMKT01,577,159,2016-10-17 12:04:19,2016-10-17 12:04:19,2016-10-17 12:00:00,False
BHMBCCMKT01,577,154,2016-10-17 12:31:21,2016-10-17 12:31:21,2016-10-17 12:00:00,False
BHMBCCMKT01,577,154,2016-10-17 12:57:17,2016-10-17 12:57:17,2016-10-17 12:00:00,False
BHMBCCMKT01,577,157,2016-10-17 13:31:21,2016-10-17 13:31:21,2016-10-17 13:00:00,False
BHMBCCMKT01,577,161,2016-10-17 14:04:21,2016-10-17 14:04:21,2016-10-17 14:00:00,False
BHMBCCMKT01,577,147,2016-10-17 14:31:21,2016-10-17 14:31:21,2016-10-17 14:00:00,False
